state	yr	qtr	index_nsa	index_sa	note
CT	1997	1	91.94	92.99	
CT	1997	2	94.27	93.78	
CT	1997	3	94.89	94.06	
CT	1997	4	95.12	95.32	
CT	1998	1	95.50	96.65	
CT	1998	2	98.25	97.71	
CT	1998	3	100.21	99.30	
CT	1998	4	100.71	100.91	
CT	1999	1	101.65	102.93	
CT	1999	2	106.25	105.68	
CT	1999	3	108.79	107.77	
CT	1999	4	109.46	109.62	
CT	2000	1	110.61	112.04	
CT	2000	2	114.98	114.44	
CT	2000	3	118.07	116.92	
CT	2000	4	119.84	119.91	
CT	2001	1	120.78	122.40	
CT	2001	2	125.43	124.95	
CT	2001	3	129.09	127.78	
CT	2001	4	130.56	130.53	
CT	2002	1	131.69	133.48	
CT	2002	2	138.76	138.36	
CT	2002	3	143.64	142.15	
CT	2002	4	146.16	146.02	
CT	2003	1	147.68	149.70	
CT	2003	2	153.77	153.41	
CT	2003	3	159.52	157.88	
CT	2003	4	162.88	162.67	
CT	2004	1	165.27	167.47	
CT	2004	2	173.28	172.92	
CT	2004	3	180.50	178.74	
CT	2004	4	184.05	183.75	
CT	2005	1	187.00	189.37	
CT	2005	2	195.89	195.57	
CT	2005	3	202.00	200.11	
CT	2005	4	205.27	204.86	
CT	2006	1	205.90	208.44	
CT	2006	2	208.94	208.78	
CT	2006	3	208.67	206.57	
CT	2006	4	209.48	208.98	
CT	2007	1	205.47	208.23	
CT	2007	2	205.42	205.30	
CT	2007	3	204.83	202.58	
CT	2007	4	199.09	198.41	
CT	2008	1	191.44	194.55	
CT	2008	2	190.20	189.85	
CT	2008	3	187.57	185.39	
CT	2008	4	179.22	178.46	
CT	2009	1	170.54	173.94	
CT	2009	2	172.20	171.42	
CT	2009	3	172.08	170.02	
CT	2009	4	172.22	171.42	
CT	2010	1	162.36	166.32	
CT	2010	2	169.93	168.53	
CT	2010	3	163.16	161.01	
CT	2010	4	161.55	161.03	
CT	2011	1	156.59	161.01	
CT	2011	2	161.15	159.30	
CT	2011	3	160.97	158.40	
CT	2011	4	155.73	155.67	
CT	2012	1	150.02	154.77	
CT	2012	2	158.75	156.50	
CT	2012	3	158.07	155.06	
CT	2012	4	155.53	155.96	
CT	2013	1	151.62	156.66	
CT	2013	2	160.45	158.05	
CT	2013	3	163.06	159.40	
CT	2013	4	158.04	159.03	
CT	2014	1	153.65	158.73	
CT	2014	2	160.21	157.82	
CT	2014	3	163.02	158.98	
CT	2014	4	160.58	162.02	
CT	2015	1	155.19	160.20	
CT	2015	2	167.64	165.21	
CT	2015	3	170.29	165.75	
CT	2015	4	164.45	166.32	
CT	2016	1	163.82	168.93	
DC	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1991	2	101.48	100.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1991	3	98.74	97.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1991	4	96.67	95.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1992	1	99.59	99.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1992	2	99.08	98.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1992	3	100.39	98.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1992	4	98.10	96.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1993	1	93.05	92.90	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1993	2	96.09	95.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1993	3	98.90	97.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1993	4	91.65	90.40	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1994	1	96.20	95.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1994	2	93.81	92.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1994	3	95.69	94.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1994	4	98.11	96.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1995	1	94.18	93.90	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1995	2	95.13	94.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1995	3	91.73	90.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1995	4	97.55	96.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1996	1	94.68	94.50	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1996	2	96.83	95.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1996	3	96.64	95.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1996	4	96.63	95.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1997	1	98.36	98.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DC	1997	2	95.36	94.25	
DC	1997	3	93.11	91.76	
DC	1997	4	93.82	92.52	
DC	1998	1	99.38	99.43	
DC	1998	2	99.34	98.04	
DC	1998	3	104.77	103.24	
DC	1998	4	104.53	103.16	
DC	1999	1	104.61	104.72	
DC	1999	2	108.37	106.89	
DC	1999	3	112.66	110.88	
DC	1999	4	115.38	114.01	
DC	2000	1	116.21	116.40	
DC	2000	2	125.43	123.71	
DC	2000	3	127.65	125.37	
DC	2000	4	130.57	129.22	
DC	2001	1	131.87	132.15	
DC	2001	2	141.59	139.68	
DC	2001	3	148.88	145.94	
DC	2001	4	151.71	150.30	
DC	2002	1	155.33	155.75	
DC	2002	2	165.06	162.83	
DC	2002	3	171.53	167.99	
DC	2002	4	177.13	175.51	
DC	2003	1	181.22	181.82	
DC	2003	2	192.49	189.86	
DC	2003	3	202.69	198.43	
DC	2003	4	206.13	204.37	
DC	2004	1	208.68	209.26	
DC	2004	2	223.12	220.13	
DC	2004	3	230.82	225.90	
DC	2004	4	240.73	238.86	
DC	2005	1	251.43	251.93	
DC	2005	2	264.04	260.54	
DC	2005	3	280.00	273.95	
DC	2005	4	285.91	284.00	
DC	2006	1	290.63	291.00	
DC	2006	2	301.84	297.75	
DC	2006	3	307.97	301.25	
DC	2006	4	305.87	304.28	
DC	2007	1	307.09	307.24	
DC	2007	2	303.16	298.77	
DC	2007	3	302.84	296.39	
DC	2007	4	293.74	292.52	
DC	2008	1	292.57	292.51	
DC	2008	2	283.63	279.25	
DC	2008	3	278.52	272.77	
DC	2008	4	271.78	270.90	
DC	2009	1	258.98	258.86	
DC	2009	2	263.92	259.42	
DC	2009	3	268.60	263.34	
DC	2009	4	265.04	264.35	
DC	2010	1	264.29	264.23	
DC	2010	2	272.35	267.15	
DC	2010	3	271.09	266.05	
DC	2010	4	261.37	260.86	
DC	2011	1	265.98	266.14	
DC	2011	2	279.18	273.11	
DC	2011	3	282.66	277.82	
DC	2011	4	281.38	280.91	
DC	2012	1	288.40	288.86	
DC	2012	2	301.15	293.83	
DC	2012	3	307.79	302.93	
DC	2012	4	320.61	320.16	
DC	2013	1	326.25	327.02	
DC	2013	2	339.25	330.29	
DC	2013	3	343.76	338.82	
DC	2013	4	344.52	344.06	
DC	2014	1	350.95	351.88	
DC	2014	2	371.65	361.25	
DC	2014	3	363.01	358.33	
DC	2014	4	380.26	379.69	
DC	2015	1	380.18	381.14	
DC	2015	2	404.17	392.44	
DC	2015	3	394.69	390.22	
DC	2015	4	393.04	392.18	
DC	2016	1	390.86	391.96	
DE	1991	1	100.00	100.00	
DE	1991	2	100.33	99.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1991	3	99.56	99.28	
DE	1991	4	100.43	100.13	
DE	1992	1	101.64	101.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1992	2	101.47	101.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1992	3	100.48	100.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1992	4	101.79	101.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1993	1	100.59	100.64	
DE	1993	2	100.93	100.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1993	3	101.63	101.16	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1993	4	100.44	100.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1994	1	98.67	98.79	
DE	1994	2	101.66	101.34	
DE	1994	3	103.15	102.56	
DE	1994	4	102.31	102.16	
DE	1995	1	103.09	103.28	
DE	1995	2	102.34	101.98	
DE	1995	3	102.93	102.27	
DE	1995	4	102.81	102.74	
DE	1996	1	102.60	102.80	
DE	1996	2	103.73	103.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1996	3	103.85	103.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1996	4	103.65	103.63	
DE	1997	1	103.95	104.12	
DE	1997	2	106.06	105.60	
DE	1997	3	106.07	105.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1997	4	105.79	105.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1998	1	106.28	106.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1998	2	107.12	106.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1998	3	109.30	108.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1998	4	108.93	108.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1999	1	110.60	110.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1999	2	112.99	112.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1999	3	114.85	114.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	1999	4	115.70	115.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2000	1	117.07	117.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2000	2	119.61	119.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2000	3	121.71	121.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2000	4	123.87	123.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2001	1	125.79	125.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2001	2	127.19	126.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2001	3	129.31	128.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2001	4	132.92	132.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2002	1	133.21	133.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2002	2	137.77	137.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2002	3	143.01	142.16	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2002	4	143.32	142.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2003	1	147.38	147.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2003	2	151.26	150.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2003	3	155.23	154.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2003	4	158.44	157.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DE	2004	1	162.78	163.44	
DE	2004	2	168.56	168.13	
DE	2004	3	175.56	174.40	
DE	2004	4	182.16	181.31	
DE	2005	1	184.61	185.62	
DE	2005	2	195.37	194.80	
DE	2005	3	202.22	200.76	
DE	2005	4	209.16	208.03	
DE	2006	1	212.71	214.42	
DE	2006	2	216.48	215.51	
DE	2006	3	221.50	219.90	
DE	2006	4	222.25	220.74	
DE	2007	1	219.44	221.97	
DE	2007	2	224.40	222.95	
DE	2007	3	220.71	218.97	
DE	2007	4	217.79	216.13	
DE	2008	1	210.22	213.54	
DE	2008	2	207.91	206.02	
DE	2008	3	204.64	202.89	
DE	2008	4	198.04	196.38	
DE	2009	1	187.75	191.54	
DE	2009	2	191.99	189.78	
DE	2009	3	188.18	186.29	
DE	2009	4	188.78	187.18	
DE	2010	1	177.61	181.88	
DE	2010	2	182.80	180.32	
DE	2010	3	175.72	173.70	
DE	2010	4	170.37	168.96	
DE	2011	1	164.26	168.73	
DE	2011	2	162.68	160.24	
DE	2011	3	162.22	160.02	
DE	2011	4	156.58	155.55	
DE	2012	1	147.05	151.16	
DE	2012	2	156.82	154.41	
DE	2012	3	159.01	156.54	
DE	2012	4	160.86	160.18	
DE	2013	1	158.48	162.83	
DE	2013	2	166.01	163.47	
DE	2013	3	168.62	165.68	
DE	2013	4	167.62	167.44	
DE	2014	1	163.57	167.72	
DE	2014	2	172.12	169.60	
DE	2014	3	173.95	170.70	
DE	2014	4	171.90	172.12	
DE	2015	1	171.39	175.45	
DE	2015	2	180.23	177.62	
DE	2015	3	181.88	178.36	
DE	2015	4	178.26	178.87	
DE	2016	1	178.30	182.19	
FL	1991	1	100.00	100.00	
FL	1991	2	100.11	99.69	
FL	1991	3	99.67	98.97	
FL	1991	4	100.26	99.53	
FL	1992	1	100.44	100.44	
FL	1992	2	100.54	100.12	
FL	1992	3	101.27	100.53	
FL	1992	4	101.89	101.16	
FL	1993	1	101.36	101.35	
FL	1993	2	102.50	102.09	
FL	1993	3	103.47	102.69	
FL	1993	4	104.06	103.33	
FL	1994	1	104.09	104.09	
FL	1994	2	105.44	105.02	
FL	1994	3	106.68	105.86	
FL	1994	4	107.10	106.38	
FL	1995	1	107.10	107.08	
FL	1995	2	108.16	107.73	
FL	1995	3	109.64	108.79	
FL	1995	4	109.82	109.11	
FL	1996	1	109.89	109.85	
FL	1996	2	110.61	110.14	
FL	1996	3	111.55	110.72	
FL	1996	4	112.12	111.43	
FL	1997	1	111.43	111.36	
FL	1997	2	112.71	112.19	
FL	1997	3	113.86	113.05	
FL	1997	4	115.15	114.46	
FL	1998	1	115.75	115.65	
FL	1998	2	117.19	116.60	
FL	1998	3	118.67	117.87	
FL	1998	4	119.86	119.18	
FL	1999	1	120.70	120.57	
FL	1999	2	123.12	122.46	
FL	1999	3	124.84	124.01	
FL	1999	4	126.66	125.97	
FL	2000	1	128.73	128.60	
FL	2000	2	131.46	130.73	
FL	2000	3	133.59	132.70	
FL	2000	4	136.02	135.31	
FL	2001	1	138.46	138.34	
FL	2001	2	141.69	140.88	
FL	2001	3	145.20	144.19	
FL	2001	4	148.03	147.28	
FL	2002	1	150.61	150.52	
FL	2002	2	155.33	154.44	
FL	2002	3	159.71	158.52	
FL	2002	4	163.53	162.74	
FL	2003	1	167.05	167.00	
FL	2003	2	172.54	171.54	
FL	2003	3	177.92	176.51	
FL	2003	4	183.85	183.00	
FL	2004	1	190.05	190.05	
FL	2004	2	199.71	198.53	
FL	2004	3	210.30	208.57	
FL	2004	4	220.80	219.78	
FL	2005	1	233.54	233.65	
FL	2005	2	250.28	248.82	
FL	2005	3	266.50	264.18	
FL	2005	4	277.49	276.09	
FL	2006	1	285.61	285.99	
FL	2006	2	293.20	291.64	
FL	2006	3	293.57	290.75	
FL	2006	4	290.94	289.16	
FL	2007	1	285.18	286.05	
FL	2007	2	276.79	275.41	
FL	2007	3	262.98	260.21	
FL	2007	4	246.55	244.72	
FL	2008	1	227.01	228.23	
FL	2008	2	213.04	211.92	
FL	2008	3	199.87	197.60	
FL	2008	4	183.93	182.38	
FL	2009	1	168.47	169.77	
FL	2009	2	162.24	161.22	
FL	2009	3	161.36	159.45	
FL	2009	4	159.83	158.48	
FL	2010	1	153.97	155.38	
FL	2010	2	155.26	154.07	
FL	2010	3	149.04	147.26	
FL	2010	4	147.39	146.30	
FL	2011	1	141.69	143.01	
FL	2011	2	145.24	143.90	
FL	2011	3	145.85	144.18	
FL	2011	4	145.50	144.64	
FL	2012	1	146.03	147.26	
FL	2012	2	151.42	149.83	
FL	2012	3	153.58	151.92	
FL	2012	4	157.06	156.41	
FL	2013	1	161.38	162.49	
FL	2013	2	168.76	166.88	
FL	2013	3	173.48	171.72	
FL	2013	4	176.04	175.54	
FL	2014	1	177.96	178.92	
FL	2014	2	183.51	181.47	
FL	2014	3	187.73	185.87	
FL	2014	4	190.80	190.38	
FL	2015	1	194.07	194.92	
FL	2015	2	202.86	200.66	
FL	2015	3	206.63	204.62	
FL	2015	4	210.16	209.70	
FL	2016	1	215.50	216.41	
GA	1991	1	100.00	100.00	
GA	1991	2	100.36	100.09	
GA	1991	3	100.45	100.07	
GA	1991	4	101.21	100.69	
GA	1992	1	101.30	101.33	
GA	1992	2	101.17	100.87	
GA	1992	3	102.68	102.26	
GA	1992	4	103.42	102.92	
GA	1993	1	102.78	102.85	
GA	1993	2	104.52	104.18	
GA	1993	3	105.40	104.94	
GA	1993	4	105.93	105.48	
GA	1994	1	106.72	106.82	
GA	1994	2	108.23	107.81	
GA	1994	3	109.40	108.89	
GA	1994	4	110.48	110.09	
GA	1995	1	110.73	110.82	
GA	1995	2	112.41	111.94	
GA	1995	3	114.37	113.82	
GA	1995	4	115.08	114.76	
GA	1996	1	116.25	116.31	
GA	1996	2	118.15	117.60	
GA	1996	3	118.97	118.40	
GA	1996	4	119.49	119.21	
GA	1997	1	120.56	120.59	
GA	1997	2	122.49	121.89	
GA	1997	3	123.57	123.01	
GA	1997	4	124.70	124.45	
GA	1998	1	126.07	126.07	
GA	1998	2	128.16	127.50	
GA	1998	3	130.04	129.49	
GA	1998	4	131.65	131.39	
GA	1999	1	133.52	133.50	
GA	1999	2	136.54	135.83	
GA	1999	3	138.89	138.34	
GA	1999	4	141.12	140.81	
GA	2000	1	143.09	143.03	
GA	2000	2	146.18	145.45	
GA	2000	3	147.75	147.21	
GA	2000	4	149.55	149.18	
GA	2001	1	151.41	151.30	
GA	2001	2	154.08	153.38	
GA	2001	3	155.51	154.94	
GA	2001	4	157.53	157.12	
GA	2002	1	158.76	158.58	
GA	2002	2	161.11	160.50	
GA	2002	3	162.31	161.66	
GA	2002	4	163.96	163.54	
GA	2003	1	165.10	164.83	
GA	2003	2	166.57	166.07	
GA	2003	3	168.71	167.96	
GA	2003	4	169.49	169.05	
GA	2004	1	171.11	170.83	
GA	2004	2	173.31	172.83	
GA	2004	3	175.63	174.80	
GA	2004	4	177.48	177.01	
GA	2005	1	181.09	180.88	
GA	2005	2	183.04	182.45	
GA	2005	3	186.58	185.68	
GA	2005	4	188.89	188.39	
GA	2006	1	188.24	188.22	
GA	2006	2	190.47	189.66	
GA	2006	3	190.76	189.81	
GA	2006	4	191.90	191.43	
GA	2007	1	191.03	191.23	
GA	2007	2	190.39	189.40	
GA	2007	3	187.99	186.92	
GA	2007	4	184.24	183.87	
GA	2008	1	180.64	181.06	
GA	2008	2	177.78	176.68	
GA	2008	3	172.84	171.71	
GA	2008	4	164.37	164.11	
GA	2009	1	158.52	159.04	
GA	2009	2	156.84	155.75	
GA	2009	3	155.02	153.89	
GA	2009	4	152.91	152.63	
GA	2010	1	149.39	150.08	
GA	2010	2	149.53	148.40	
GA	2010	3	144.74	143.67	
GA	2010	4	139.82	139.49	
GA	2011	1	135.49	136.34	
GA	2011	2	133.33	132.22	
GA	2011	3	131.46	130.40	
GA	2011	4	129.40	128.99	
GA	2012	1	128.65	129.71	
GA	2012	2	131.85	130.64	
GA	2012	3	133.56	132.28	
GA	2012	4	137.24	136.77	
GA	2013	1	138.54	139.91	
GA	2013	2	145.75	144.33	
GA	2013	3	149.85	148.18	
GA	2013	4	151.31	150.93	
GA	2014	1	150.74	152.36	
GA	2014	2	157.07	155.46	
GA	2014	3	161.30	159.34	
GA	2014	4	162.59	162.37	
GA	2015	1	164.20	165.99	
GA	2015	2	171.67	169.81	
GA	2015	3	173.95	171.75	
GA	2015	4	173.79	173.70	
GA	2016	1	175.31	177.16	
HI	1991	1	100.00	100.00	
HI	1991	2	104.52	101.84	
HI	1991	3	104.08	101.93	
HI	1991	4	103.19	101.46	
HI	1992	1	104.75	104.55	
HI	1992	2	100.80	98.35	
HI	1992	3	105.37	103.23	
HI	1992	4	104.10	102.33	
HI	1993	1	101.68	101.22	
HI	1993	2	106.69	104.37	
HI	1993	3	105.94	103.86	
HI	1993	4	105.80	103.94	
HI	1994	1	104.93	104.12	
HI	1994	2	103.29	101.38	
HI	1994	3	101.08	99.18	
HI	1994	4	101.96	100.05	
HI	1995	1	102.20	101.12	
HI	1995	2	102.29	100.68	
HI	1995	3	104.13	102.28	
HI	1995	4	102.32	100.30	
HI	1996	1	95.87	94.63	
HI	1996	2	99.41	98.07	
HI	1996	3	96.22	94.54	
HI	1996	4	96.25	94.34	
HI	1997	1	96.49	95.15	
HI	1997	2	94.13	92.89	
HI	1997	3	95.59	93.94	
HI	1997	4	95.79	93.97	
HI	1998	1	92.47	91.11	
HI	1998	2	93.38	92.10	
HI	1998	3	92.41	90.78	
HI	1998	4	93.19	91.55	
HI	1999	1	94.50	93.16	
HI	1999	2	94.57	93.10	
HI	1999	3	95.98	94.24	
HI	1999	4	97.04	95.52	
HI	2000	1	99.89	98.45	
HI	2000	2	102.25	100.61	
HI	2000	3	103.71	101.68	
HI	2000	4	105.45	103.96	
HI	2001	1	107.95	106.49	
HI	2001	2	110.71	108.88	
HI	2001	3	113.42	110.99	
HI	2001	4	114.55	113.08	
HI	2002	1	115.69	114.19	
HI	2002	2	121.95	119.99	
HI	2002	3	127.30	124.34	
HI	2002	4	128.93	127.33	
HI	2003	1	134.05	132.46	
HI	2003	2	138.96	136.70	
HI	2003	3	147.90	144.30	
HI	2003	4	157.23	155.41	
HI	2004	1	164.72	162.75	
HI	2004	2	176.07	173.22	
HI	2004	3	189.04	184.43	
HI	2004	4	195.35	193.13	
HI	2005	1	206.19	203.64	
HI	2005	2	220.76	217.12	
HI	2005	3	232.88	227.45	
HI	2005	4	235.59	232.83	
HI	2006	1	245.98	242.71	
HI	2006	2	249.55	245.45	
HI	2006	3	252.66	247.23	
HI	2006	4	252.41	249.14	
HI	2007	1	255.45	251.77	
HI	2007	2	253.67	249.66	
HI	2007	3	251.17	246.31	
HI	2007	4	244.30	240.66	
HI	2008	1	238.06	234.37	
HI	2008	2	236.02	232.62	
HI	2008	3	230.13	225.99	
HI	2008	4	224.24	220.38	
HI	2009	1	217.44	214.13	
HI	2009	2	211.60	208.72	
HI	2009	3	212.36	208.63	
HI	2009	4	214.54	210.50	
HI	2010	1	214.27	211.29	
HI	2010	2	208.96	206.14	
HI	2010	3	206.25	202.46	
HI	2010	4	207.23	203.29	
HI	2011	1	202.16	199.69	
HI	2011	2	197.83	194.99	
HI	2011	3	201.73	197.75	
HI	2011	4	201.69	198.03	
HI	2012	1	203.99	201.86	
HI	2012	2	212.25	208.90	
HI	2012	3	216.95	212.27	
HI	2012	4	218.61	215.04	
HI	2013	1	221.35	219.43	
HI	2013	2	230.73	226.57	
HI	2013	3	238.49	233.09	
HI	2013	4	242.99	239.48	
HI	2014	1	245.36	243.46	
HI	2014	2	250.86	245.87	
HI	2014	3	257.05	251.11	
HI	2014	4	258.03	254.72	
HI	2015	1	262.27	260.26	
HI	2015	2	273.31	267.58	
HI	2015	3	272.35	266.10	
HI	2015	4	274.07	270.74	
HI	2016	1	277.65	275.44	
IA	1991	1	100.00	100.00	
IA	1991	2	100.56	99.77	
IA	1991	3	102.30	100.77	
IA	1991	4	102.89	101.96	
IA	1992	1	103.43	103.48	
IA	1992	2	106.06	105.22	
IA	1992	3	107.79	106.14	
IA	1992	4	108.52	107.53	
IA	1993	1	109.33	109.43	
IA	1993	2	111.81	110.92	
IA	1993	3	114.69	112.91	
IA	1993	4	116.61	115.54	
IA	1994	1	116.18	116.31	
IA	1994	2	119.69	118.75	
IA	1994	3	121.62	119.71	
IA	1994	4	121.38	120.28	
IA	1995	1	121.04	121.17	
IA	1995	2	124.56	123.56	
IA	1995	3	128.36	126.39	
IA	1995	4	128.19	127.07	
IA	1996	1	126.22	126.28	
IA	1996	2	127.73	126.63	
IA	1996	3	131.91	129.91	
IA	1996	4	134.26	133.12	
IA	1997	1	135.30	135.25	
IA	1997	2	138.12	136.81	
IA	1997	3	139.77	137.73	
IA	1997	4	140.48	139.41	
IA	1998	1	142.13	142.01	
IA	1998	2	145.46	143.95	
IA	1998	3	146.81	144.77	
IA	1998	4	149.82	148.76	
IA	1999	1	150.43	150.29	
IA	1999	2	154.40	152.66	
IA	1999	3	156.22	154.11	
IA	1999	4	157.30	156.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IA	2000	1	158.09	157.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IA	2000	2	162.09	160.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IA	2000	3	164.60	162.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
IA	2000	4	164.01	162.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
